GSM1272576_jm01-colq-m1_ATH1-121501_.CEL	GSM1272577_jm02-colq-m2_ATH1-121501_.CEL	GSM1272578_jm03-colq-m4_ATH1-121501_.CEL	GSM1272579_jm04-colq-a1_ATH1-121501_.CEL	GSM1272580_jm05-colq-a2_ATH1-121501_.CEL	GSM1272581_jm06-colq-a3_ATH1-121501_.CEL	GSM1272582_jm07-16-2-m2_ATH1-121501_.CEL	GSM1272583_jm08-16-2-m3_ATH1-121501_.CEL	GSM1272584_jm09-16-2-m4_ATH1-121501_.CEL	GSM1272585_jm10-16-2-a2_ATH1-121501_.CEL	GSM1272586_jm11-16-2-a3_ATH1-121501_.CEL	GSM1272587_jm12-16-2-a4_ATH1-121501_.CEL
247810_at	P	P	P	P	P	P	P	P	P	P	P	P
247811_at	P	P	P	P	P	P	P	P	P	P	P	P
247812_at	A	A	A	P	A	A	P	A	A	A	A	A
247813_at	P	P	P	P	P	P	P	P	P	P	P	P
247814_at	A	P	M	P	A	P	P	A	A	P	P	A
247815_at	P	P	P	P	P	P	P	P	P	P	P	P
247816_at	M	P	P	P	P	P	P	P	P	P	P	P
247817_at	P	P	P	P	P	P	P	P	P	P	P	P
247818_at	P	P	P	P	P	P	P	P	P	P	P	P
247819_at	P	P	P	P	P	P	P	P	P	P	P	P
247820_at	P	P	P	P	P	P	P	P	P	P	P	P
247821_at	P	P	P	P	P	P	P	P	P	P	P	P
247822_at	P	P	P	P	P	P	P	P	P	P	P	P
247823_at	P	P	P	P	P	P	P	P	P	P	P	P
247824_at	A	A	A	A	A	A	A	A	A	A	A	A
247825_at	P	P	P	P	P	P	P	P	P	P	P	P
247826_at	P	P	P	P	P	P	P	P	P	P	P	P
247827_at	P	P	P	P	P	P	P	P	M	M	P	P
247828_at	P	P	P	P	P	P	P	P	P	P	P	P
247829_at	P	P	P	P	P	P	P	P	P	P	P	P
247830_at	P	P	P	P	P	P	P	P	P	P	P	P
247831_at	P	P	P	P	P	P	P	P	P	P	P	P
247832_at	A	A	M	M	A	A	M	P	P	M	P	P
247833_at	P	P	P	P	P	P	P	P	P	P	P	P
247834_at	P	P	P	P	P	P	P	P	P	P	P	P
247835_at	P	P	P	P	P	P	P	P	P	P	P	P
247836_at	P	P	P	P	P	P	P	P	P	P	P	P
247837_at	P	P	P	M	M	A	P	P	P	A	P	A
247838_at	P	P	P	P	P	P	P	P	P	P	P	P
247839_at	P	P	P	P	P	P	P	P	P	P	P	P
247840_at	P	P	P	P	P	P	P	P	P	P	P	P
247841_at	P	P	P	P	P	P	P	P	P	P	P	P
247842_at	P	P	P	P	P	P	P	P	P	P	P	P
247843_at	A	A	A	A	A	A	A	A	A	A	A	A
247844_at	A	A	A	A	A	A	A	A	A	A	A	A
247845_at	P	P	P	P	P	P	P	P	P	P	P	P
247846_at	P	P	P	P	P	A	P	P	P	P	P	P
247847_at	P	P	P	P	P	P	P	P	P	P	P	P
247848_at	P	P	P	P	P	P	P	P	P	P	P	P
247849_at	P	P	P	P	P	P	P	P	P	P	P	P
247850_at	M	A	A	A	A	A	A	A	M	A	A	A
247851_at	P	P	P	P	P	P	P	P	P	P	P	P
247852_at	P	P	P	P	P	P	P	P	P	P	P	P
247853_at	P	P	P	P	P	P	P	P	P	P	P	P
247854_at	P	P	P	P	P	P	P	P	P	P	P	P
247855_at	P	P	P	P	P	P	P	P	P	P	P	P
247856_at	P	P	P	P	P	P	P	P	P	P	P	P
247857_at	M	M	A	M	A	A	A	A	A	A	M	A
247858_at	P	P	P	P	P	P	P	P	P	P	P	P
247859_at	P	P	P	P	P	P	P	P	P	P	P	P
247860_at	P	P	P	P	P	P	P	P	P	P	P	P
247861_at	A	A	A	A	A	A	A	P	P	M	P	M
247862_at	P	P	P	P	P	P	P	P	P	P	P	P
247863_at	P	P	P	P	P	P	P	P	P	P	P	P
247864_s_at	P	P	P	P	P	P	P	P	P	P	P	P
247865_at	P	P	P	P	P	P	P	P	P	P	P	P
247866_at	A	A	A	P	A	A	P	A	P	P	A	P
247867_at	P	P	P	P	P	P	P	P	P	P	P	P
247868_at	P	P	P	P	P	P	P	P	P	P	P	P
247869_at	A	P	A	A	A	A	A	A	A	M	A	M
247870_at	P	P	P	P	P	P	P	P	P	P	P	P
247871_at	P	P	P	P	P	P	P	P	P	P	P	A
247872_at	A	A	A	A	A	A	A	A	A	A	A	A
247873_at	A	A	P	A	A	A	A	A	A	A	A	A
247874_at	P	P	P	P	P	P	P	P	P	P	P	P
247875_at	A	A	A	A	A	P	A	A	A	A	A	A
247876_at	A	A	A	A	A	A	A	A	A	A	A	A
247877_at	P	P	P	P	P	P	P	P	P	P	P	P
247878_at	P	M	P	P	P	P	P	M	P	P	A	P
247879_at	M	P	P	M	P	P	P	P	P	P	P	P
247880_at	A	P	M	P	P	P	P	A	A	P	A	P
247881_at	P	P	P	P	P	P	P	P	P	P	P	P
247882_at	P	P	P	P	P	P	P	P	P	P	P	P
247883_at	A	A	A	A	A	A	A	A	A	A	A	A
247884_at	P	P	P	P	P	P	P	P	P	P	P	P
247885_at	P	P	P	P	P	P	P	P	P	P	P	P
247886_at	P	P	P	P	P	P	P	P	P	P	P	P
247887_at	A	P	P	P	P	P	P	A	P	M	P	P
247888_at	P	P	P	P	P	P	P	P	P	P	P	P
247889_at	P	P	P	P	P	P	P	P	P	P	P	P
247890_at	P	P	P	P	P	P	P	P	P	P	P	P
247891_at	P	P	P	P	P	P	P	P	P	P	P	P
247892_at	P	P	P	P	P	P	P	P	P	P	P	P
247893_at	P	P	P	P	P	P	P	P	P	P	P	P
247894_at	P	P	P	P	P	P	P	P	P	P	P	P
247895_at	P	P	P	P	P	P	P	P	P	P	P	P
247896_at	P	P	P	P	P	P	P	P	P	P	P	P
247897_at	A	A	A	A	A	A	A	A	A	A	A	A
247898_at	P	P	P	P	P	P	P	P	P	P	P	P
247899_at	P	P	P	P	P	P	P	P	P	P	P	P
247900_at	P	P	P	P	P	P	P	P	P	P	P	P
247901_at	P	P	P	P	P	P	P	P	P	P	P	P
247902_at	P	P	P	P	P	P	P	P	P	P	P	P
247903_at	P	P	P	P	P	P	P	P	P	P	P	P
247904_at	P	P	P	P	P	P	P	P	P	P	P	P
247905_at	A	A	A	A	A	A	A	A	A	A	A	A
247906_at	A	A	P	P	A	A	P	P	A	A	A	P
247907_at	P	P	P	P	P	P	P	P	P	P	P	P
247908_at	P	P	P	P	P	P	P	P	P	P	P	P
247909_at	P	P	P	P	P	P	P	P	P	P	P	P
247910_at	P	P	P	P	P	P	P	P	P	P	P	P
247911_at	A	A	A	A	A	A	A	A	A	A	A	A
247912_at	P	P	P	P	P	P	P	P	P	P	P	P
247913_at	P	P	P	P	P	P	P	P	P	P	P	P
247914_at	P	P	P	P	P	P	P	P	P	P	P	A
247915_at	A	A	A	P	A	A	A	A	A	A	A	A
247916_at	P	P	P	P	P	P	P	P	P	P	P	P
247917_at	A	A	A	A	A	A	A	A	A	A	A	A
247918_at	P	P	P	P	P	P	P	P	P	P	P	P
247919_at	A	M	M	P	P	P	P	A	A	A	A	P
247920_at	A	A	A	A	A	A	A	A	A	A	A	A
247921_at	P	P	P	P	P	P	P	P	P	P	P	P
247922_at	P	P	P	P	P	P	P	P	P	P	P	P
247923_at	P	P	P	P	P	P	P	P	P	P	P	P
247924_at	P	P	P	P	P	P	P	P	P	P	P	P
247925_at	P	P	P	P	P	P	P	P	P	P	P	P
247926_at	P	P	P	P	P	P	P	P	P	P	P	P
247927_at	A	A	A	A	A	A	A	A	A	A	A	A
247928_at	A	A	A	A	A	A	A	A	A	A	A	A
247929_at	P	P	P	P	P	P	P	P	P	P	P	P
247930_at	P	P	P	P	P	P	P	P	P	P	P	P
247931_at	P	P	P	P	P	P	P	P	P	P	P	P
247932_at	A	A	A	A	A	A	A	A	A	A	A	A
247933_at	P	P	P	P	P	P	P	P	P	P	P	P
247934_at	P	P	P	P	P	P	P	P	P	P	P	P
247935_at	P	P	P	P	P	P	P	P	P	P	P	P
247936_at	P	P	P	P	P	P	P	P	P	P	P	P
247937_at	P	P	P	P	P	P	P	P	P	P	P	P
247938_at	P	A	P	A	P	M	P	P	P	P	P	P
247939_at	P	P	P	P	P	P	P	P	P	P	P	P
247940_at	P	P	P	P	P	P	P	P	P	P	P	P
247941_at	A	A	A	A	A	A	A	A	A	A	A	A
247942_at	P	P	P	P	P	P	P	P	P	P	P	P
247943_at	P	P	P	P	P	P	P	P	P	P	P	P
247944_at	P	P	P	P	P	P	P	P	P	P	P	P
247945_at	P	P	P	P	P	P	P	P	P	P	P	P
247946_at	A	A	A	A	A	A	A	A	A	A	A	A
247947_at	P	P	P	P	P	P	P	P	P	P	P	P
247948_at	A	P	P	M	P	P	P	A	P	A	P	P
247949_at	P	P	P	P	P	P	P	P	P	P	P	P
247950_at	P	P	P	P	P	P	P	P	P	P	P	P
247951_at	A	A	A	P	P	P	P	A	A	M	A	P
247952_at	A	A	A	A	A	A	A	A	A	A	A	A
247953_at	A	A	A	A	A	A	A	A	A	A	A	A
247954_at	P	P	P	P	P	P	P	P	P	P	P	P
247955_at	P	P	P	P	P	P	P	P	P	P	P	P
247956_at	A	A	A	A	A	P	M	P	M	A	M	A
247957_at	A	A	A	A	A	A	A	A	A	A	A	A
247958_at	A	P	P	P	P	A	A	A	P	A	P	M
247959_at	P	P	P	P	P	P	P	P	P	P	P	P
247960_at	P	P	P	P	P	P	P	P	P	P	P	P
247961_at	A	A	A	A	A	A	A	A	A	A	A	A
247962_at	P	P	P	P	P	P	P	P	P	P	P	P
247963_at	P	P	P	P	P	P	P	P	P	P	P	P
247964_at	P	P	P	P	P	P	P	P	P	P	P	P
247965_at	P	P	P	P	P	P	P	P	P	P	P	P
247966_at	P	P	P	P	P	P	P	P	P	P	P	P
247967_at	A	M	P	A	A	A	A	A	P	A	A	P
247968_at	P	P	P	P	P	P	P	P	P	P	P	P
247969_at	A	A	A	A	A	A	A	A	A	A	A	A
247970_at	P	P	P	P	P	A	P	P	P	P	P	P
247971_at	P	P	P	P	P	P	P	P	P	P	P	P
247972_at	P	P	P	P	P	P	P	P	P	P	P	P
247973_at	A	A	A	A	A	A	A	A	A	A	A	A
247974_at	A	A	A	P	P	A	P	P	P	P	P	P
247975_at	A	A	A	A	A	A	A	A	A	A	A	A
247976_at	A	A	M	A	A	A	A	A	A	A	A	A
247977_at	A	P	A	P	A	P	P	A	A	P	A	M
247978_at	P	P	P	P	P	P	P	P	P	P	P	P
247979_at	P	P	P	P	P	P	P	P	P	P	P	P
247980_at	A	A	A	A	A	P	P	A	A	A	A	P
247981_at	A	A	A	A	A	A	A	A	A	A	A	A
247982_at	P	P	P	P	P	P	P	P	P	P	P	P
247983_at	P	P	P	P	P	P	P	P	P	P	P	P
247984_s_at	P	P	P	P	P	P	P	P	P	P	P	P
247985_at	P	P	P	P	P	P	P	P	P	P	P	P
247986_at	A	P	M	P	P	P	P	P	P	P	M	P
247987_at	P	P	P	P	P	P	P	P	P	P	P	P
247988_at	P	P	P	P	P	P	P	P	P	P	P	P
247989_at	P	P	P	P	P	P	P	P	P	P	P	P
247990_at	P	P	P	P	P	P	P	P	P	P	P	P
247991_at	P	P	P	P	P	A	P	P	P	P	M	P
247992_at	P	P	P	P	P	P	P	P	P	P	P	P
247993_at	P	P	P	P	P	P	P	P	P	P	P	P
247994_at	P	P	P	P	P	P	P	P	P	P	P	P
247995_at	P	P	P	P	P	P	M	P	P	P	P	P
247996_at	P	P	P	P	P	P	P	P	P	P	P	P
247997_at	P	P	P	P	P	P	P	P	P	P	P	P
247998_at	M	P	M	P	P	M	P	A	P	M	A	P
247999_at	P	P	P	P	P	P	P	P	P	P	P	P
248000_at	P	P	P	P	P	P	P	P	P	P	P	P
248001_at	P	P	P	P	P	P	P	P	P	P	P	P
248002_at	P	P	P	P	P	P	P	P	P	P	P	P
248003_at	P	P	P	P	P	P	P	P	P	P	P	P
248004_at	P	P	P	P	P	P	P	P	P	P	P	P
248005_at	P	P	P	P	P	P	P	P	P	P	P	P
248006_at	P	P	P	P	P	P	P	P	P	A	P	P
248007_at	P	P	P	P	P	P	P	P	P	P	P	P
248008_at	P	P	P	P	P	A	P	P	P	A	A	P
248009_at	P	P	P	P	P	P	P	P	P	P	P	P
248010_at	P	P	P	P	P	P	P	P	P	P	P	P
248011_at	A	A	A	P	A	M	P	A	A	P	A	P
248012_at	A	A	A	A	A	A	A	A	A	A	A	A
248013_at	A	A	A	A	A	A	A	A	A	A	A	A
248014_at	P	P	P	P	P	P	P	P	P	P	P	P
248015_at	P	P	A	A	P	A	P	P	P	P	P	P
248016_at	P	P	P	P	P	P	P	P	P	P	P	P
248017_at	P	P	P	P	P	P	P	P	P	P	P	P
248018_at	A	A	A	A	A	A	A	A	A	A	A	A
248019_at	A	A	A	A	A	A	A	A	A	A	A	A
248020_at	A	A	A	A	A	A	A	A	A	A	A	A
248021_at	P	P	P	P	P	P	P	P	P	P	P	P
248022_at	A	A	A	A	A	A	A	A	A	A	A	A
248023_at	P	P	P	P	P	P	P	P	P	P	P	P
248024_at	P	P	P	P	P	P	P	P	P	P	P	P
248025_at	P	P	P	P	P	P	P	P	P	P	P	P
248026_at	P	P	P	P	P	P	P	P	P	P	P	P
248027_at	P	P	P	P	P	P	P	P	P	P	P	P
248028_at	P	P	P	P	P	P	P	P	P	P	P	P
248029_at	P	P	P	P	P	P	P	P	P	P	P	P
248030_at	P	P	P	P	P	P	P	P	P	P	P	P
248031_at	P	P	P	P	P	P	P	P	P	P	P	P
248032_at	P	P	P	P	P	P	P	P	P	P	P	P
248033_s_at	A	A	A	A	A	A	A	A	A	A	A	A
248034_at	P	P	P	P	P	P	P	P	P	P	P	P
248035_at	A	M	M	M	A	A	M	A	P	M	P	A
248036_at	P	P	P	P	P	P	P	P	P	P	P	P
248037_at	P	P	A	P	P	P	P	A	M	P	A	P
248038_at	A	A	A	A	A	A	A	A	A	A	A	A
248039_at	A	A	A	A	A	A	A	A	A	A	A	A
248040_at	P	P	P	P	P	P	P	P	P	P	P	P
248041_at	P	P	P	P	P	P	P	P	P	P	P	P
248042_at	P	P	P	P	P	P	P	P	P	P	P	P
248043_s_at	P	P	P	P	P	P	P	P	P	P	P	P
248044_at	P	P	P	P	P	P	P	P	P	P	P	P
248045_at	P	P	P	P	P	P	P	P	P	P	P	P
248046_at	P	P	P	P	P	P	P	P	P	P	P	P
248047_at	A	A	A	A	A	A	A	A	A	A	A	A
248048_at	P	P	P	P	P	P	P	P	P	P	P	P
248049_at	P	P	P	P	P	P	P	P	P	P	P	P
248050_at	P	P	P	P	P	P	P	P	P	P	P	P
248051_at	A	A	A	P	A	M	A	A	A	P	A	M
248052_at	A	A	P	P	A	A	A	A	A	A	A	A
248053_at	P	P	P	P	P	P	P	P	P	P	P	P
248054_at	P	P	P	P	P	P	P	P	P	P	P	P
248055_at	P	A	A	A	A	A	P	P	P	M	A	M
248056_at	P	P	P	P	P	P	P	P	P	P	P	P
248057_at	P	P	P	P	P	P	P	P	P	P	P	P
248058_at	P	P	P	P	P	P	P	P	P	P	P	P
248059_at	P	P	P	P	P	P	P	P	P	P	P	P
248060_at	P	P	P	P	P	P	P	P	P	P	P	P
248061_at	A	A	A	A	A	A	A	A	A	A	A	A
248062_at	A	A	A	A	A	A	M	A	A	A	A	A
248063_at	P	P	P	P	P	P	P	P	P	P	P	P
248064_at	A	A	A	A	A	A	A	A	A	A	A	A
248065_at	A	A	A	A	A	A	A	A	A	A	A	A
248066_at	A	A	A	A	A	A	A	A	A	A	A	A
248067_at	P	P	P	P	P	P	P	P	P	P	P	P
248068_at	P	P	P	P	P	P	P	P	P	P	P	P
248069_at	P	M	A	A	A	A	P	P	P	A	P	P
248070_at	P	P	P	P	P	P	P	P	P	P	P	P
248071_at	P	P	P	P	P	P	P	P	P	P	P	P
248072_at	A	A	A	A	A	A	A	A	A	A	A	A
248073_at	A	A	A	A	A	A	A	A	A	A	A	A
248074_at	P	P	P	P	P	P	P	P	P	P	P	P
248075_at	A	P	P	P	A	P	P	A	P	P	A	P
248076_at	A	A	A	A	A	A	A	A	A	A	A	A
248077_at	P	P	P	A	A	P	A	P	P	A	A	A
248078_at	A	A	A	A	A	A	A	A	A	A	A	A
248079_at	P	P	P	P	P	P	P	P	P	P	P	P
248080_at	P	P	P	P	P	P	P	P	P	P	P	P
248081_at	P	P	P	P	P	P	P	P	P	P	P	P
248082_at	P	P	P	P	P	P	P	P	P	P	P	P
248083_at	A	A	A	A	A	A	A	A	A	A	A	A
248084_at	A	A	A	A	A	A	A	A	A	A	A	A
248085_at	P	P	P	P	P	P	P	P	P	P	P	P
248086_at	A	P	M	P	P	P	P	A	P	M	A	P
248087_at	P	P	P	P	P	P	P	P	P	P	P	P
248088_at	P	P	P	P	P	P	P	P	P	P	P	P
248089_at	A	A	P	P	A	A	P	A	A	A	A	A
248090_at	A	A	A	M	A	A	A	P	P	P	P	A
248091_at	P	P	P	P	P	P	P	P	P	P	P	P
248092_at	P	P	P	P	P	P	P	P	P	P	P	P
248093_at	P	P	P	P	P	P	P	P	P	P	P	P
248094_at	P	P	P	P	P	P	P	P	P	P	P	P
248095_at	P	P	P	P	P	P	P	P	P	P	P	P
248096_at	A	A	A	A	A	A	A	A	A	A	A	A
248097_at	P	P	P	P	P	P	P	P	P	P	P	P
248098_at	P	P	P	P	P	P	P	P	P	P	P	P
248099_at	P	P	P	P	P	P	P	P	P	P	P	P
248100_at	P	P	P	P	P	P	P	P	P	P	P	P
248101_at	P	P	P	P	P	P	P	P	P	P	P	P
248102_at	P	P	P	P	P	P	P	P	P	P	P	P
248103_at	P	P	P	P	P	P	P	P	P	P	P	P
248104_at	P	P	P	P	P	P	P	P	P	P	P	P
248105_at	P	P	P	P	P	P	P	P	P	P	P	P
248106_at	P	P	P	P	P	P	P	P	P	P	P	P
248107_at	P	P	P	P	P	P	P	P	P	P	P	P
248108_at	P	P	P	P	P	P	P	P	P	P	P	P
248109_at	P	P	P	P	P	P	P	P	P	P	P	P
248110_at	A	A	A	A	A	A	A	A	A	P	A	A
248111_at	A	A	A	A	A	A	A	A	A	A	A	A
248112_at	A	A	A	A	A	A	A	A	A	A	A	A
248113_at	A	A	A	A	A	A	A	A	A	A	M	P
248114_at	A	A	A	A	A	P	P	A	A	A	M	A
248115_at	P	P	P	P	P	P	P	P	P	P	P	P
248116_at	A	A	A	A	A	A	A	A	A	A	A	A
248117_at	P	P	P	P	P	P	P	P	P	P	P	P
248118_at	P	P	P	P	P	P	P	P	P	P	P	P
248119_at	A	A	A	A	P	A	A	A	A	A	A	A
248120_at	P	P	P	P	P	P	P	P	P	P	P	P
248121_at	P	P	P	P	P	P	P	P	P	P	P	P
248122_at	A	A	A	A	A	A	A	A	A	A	A	A
248123_at	A	P	A	P	M	P	P	A	A	P	A	P
248124_at	P	P	P	P	P	P	P	P	P	P	P	P
248125_at	A	A	P	A	A	P	A	A	P	A	A	A
248126_at	P	P	P	P	P	P	P	P	P	P	P	P
248127_at	P	P	P	P	P	P	P	P	P	P	P	P
248128_at	P	P	P	P	P	P	P	P	P	P	P	P
248129_at	P	P	P	P	P	P	P	P	P	P	P	P
248130_at	P	P	A	A	A	A	A	A	A	A	A	M
248131_at	P	P	P	P	P	P	P	P	P	P	P	P
248132_at	P	P	P	P	P	P	P	P	P	P	P	P
248133_at	P	P	P	P	P	P	P	P	P	P	P	P
248134_at	P	P	P	P	P	P	P	P	P	P	P	P
248135_at	P	M	M	A	A	A	P	A	A	M	A	P
248136_at	P	P	P	P	P	P	P	P	P	P	P	P
248137_at	P	P	P	A	P	A	A	P	P	P	P	P
248138_at	P	P	P	P	P	P	P	P	P	P	P	P
248139_at	P	P	P	P	P	P	P	P	P	P	P	P
248140_at	P	P	P	P	P	P	P	P	P	P	P	P
248141_at	A	A	A	A	A	A	A	A	A	A	A	A
248142_at	P	P	P	P	P	P	P	P	P	P	P	P
248143_at	A	A	A	A	A	A	A	A	A	A	A	A
248144_at	P	P	P	P	P	P	P	P	P	P	P	P
248145_at	P	P	P	P	P	P	P	P	P	P	P	P
248146_at	P	P	P	P	P	P	P	P	P	P	P	P
248147_at	P	P	P	P	P	P	P	P	P	P	P	P
248148_at	P	P	P	P	P	P	P	P	P	P	P	P
248149_at	P	P	P	P	P	P	P	P	P	P	P	P
248150_at	P	P	P	P	P	P	P	P	P	P	P	P
248151_at	P	P	P	P	P	P	P	P	P	P	P	P
248152_at	M	P	A	M	A	A	P	P	P	A	P	P
248153_at	A	A	A	P	P	P	P	A	A	A	A	P
248154_at	P	P	P	P	P	P	P	P	P	P	P	P
248155_at	P	P	P	P	P	P	P	P	P	P	P	P
248156_at	A	A	A	A	A	A	A	A	A	A	A	A
248157_at	P	A	A	A	A	A	A	A	A	A	M	P
248158_at	P	P	P	P	P	P	P	P	P	P	P	P
248159_at	A	A	A	A	A	A	A	A	A	A	A	A
248160_at	P	P	P	P	P	P	P	P	P	P	P	P
248161_at	A	A	A	A	A	A	A	A	A	A	A	A
248162_at	P	P	P	P	P	P	P	P	P	P	P	P
248163_at	P	P	P	P	P	P	P	P	P	P	P	P
248164_at	P	P	P	P	P	P	P	P	P	P	P	P
248165_at	P	P	P	P	P	P	P	P	P	P	P	P
248166_at	P	P	P	P	P	P	P	P	P	P	P	P
248167_at	A	P	P	A	P	M	P	A	A	P	A	P
248168_at	P	P	A	P	A	A	P	A	P	P	A	M
248169_at	A	A	A	A	A	A	A	A	A	A	A	A
248170_at	A	A	A	A	A	A	A	A	A	A	A	A
248171_at	P	P	P	P	P	P	P	P	P	P	P	P
248172_at	P	P	P	P	P	P	P	P	P	P	P	P
248173_at	P	P	P	P	P	P	P	P	P	P	P	P
248174_at	P	P	P	P	P	P	P	P	P	P	P	P
248175_at	P	P	P	P	P	P	P	P	P	P	P	P
248176_at	P	P	P	P	P	P	P	P	P	P	P	P
248177_at	P	P	P	P	P	P	P	P	P	P	P	P
248178_at	P	P	P	P	P	P	P	P	P	P	P	P
248179_at	P	P	P	P	P	P	P	P	P	P	P	P
248180_at	P	P	P	P	P	P	P	P	P	P	P	P
248181_at	P	P	P	P	P	P	P	P	P	P	P	P
248182_at	M	P	P	A	A	A	P	P	M	A	A	M
248183_at	P	P	P	P	P	P	P	P	P	P	P	P
248184_at	A	A	A	P	A	A	P	A	A	A	A	A
248185_at	A	A	A	A	A	A	A	A	A	A	A	A
248186_at	P	P	P	P	P	P	P	P	P	P	P	P
248187_at	P	P	P	P	P	P	P	P	P	P	P	P
248188_at	A	A	A	A	A	A	A	A	A	A	A	A
248189_at	P	P	P	P	P	P	P	P	P	P	P	P
248190_at	P	P	P	P	P	P	P	M	P	P	P	P
248191_at	P	P	P	P	P	P	P	P	P	P	P	P
248192_at	P	P	P	P	P	P	P	P	P	P	P	P
248193_at	P	P	P	P	P	P	P	P	P	P	P	P
248194_at	A	A	A	A	A	A	A	A	A	A	A	A
248195_at	P	P	P	P	P	P	P	P	P	P	P	P
248196_at	A	A	A	A	A	A	A	A	A	A	A	A
248197_at	A	A	A	A	A	A	P	A	A	A	A	A
248198_at	P	P	P	P	P	P	P	P	P	P	P	P
248199_at	P	P	P	P	P	P	P	P	P	P	P	P
248200_at	P	P	P	P	P	P	P	P	P	P	P	P
248201_at	P	P	P	P	P	P	P	P	P	P	P	P
248202_at	A	A	A	A	A	A	A	A	A	A	A	A
248203_at	P	P	P	P	P	P	P	P	P	P	P	P
248204_at	P	P	P	P	P	P	P	P	P	P	P	P
248205_at	P	P	P	P	P	P	P	P	P	P	P	P
248206_at	A	A	A	A	A	A	A	A	A	A	A	A
248207_at	P	P	P	P	P	P	P	P	P	P	P	P
248208_at	P	P	P	P	P	P	P	P	P	P	P	P
248209_at	A	A	A	A	P	A	A	A	A	A	A	A
248210_at	A	A	A	A	A	A	A	A	A	A	A	A
248211_at	A	A	A	A	M	A	A	A	A	A	A	A
248212_at	A	M	P	A	P	P	M	P	P	A	P	P
248213_at	A	A	A	A	A	A	A	A	A	A	A	A
248214_at	A	A	A	A	A	A	A	A	A	A	A	A
248215_at	P	P	P	P	P	P	P	P	P	P	P	P
248216_at	A	A	A	A	A	A	A	A	A	A	A	A
248217_at	P	P	P	P	P	P	P	P	P	P	P	P
248218_at	A	A	A	A	A	A	A	A	A	A	A	A
248219_at	P	P	P	P	P	P	P	P	P	P	P	P
248220_at	P	P	P	P	P	P	P	P	P	P	P	P
248221_at	P	P	P	P	P	P	P	P	P	P	P	P
248222_at	P	P	P	P	P	P	P	P	P	P	P	P
248223_at	P	P	P	P	P	P	P	P	P	P	P	P
248224_at	P	P	P	P	P	P	P	P	P	P	P	P
248225_at	P	P	P	P	P	P	P	P	P	P	P	P
248226_at	P	P	P	P	P	P	P	P	P	P	P	P
248227_at	A	P	M	A	A	A	A	P	A	A	A	P
248228_at	P	P	P	P	P	P	P	P	P	P	P	P
248229_at	A	A	A	A	A	A	A	A	A	A	A	A
248230_at	P	P	P	P	P	P	P	P	P	P	A	P
248231_at	P	P	P	A	P	M	P	P	P	P	P	P
248232_at	P	P	P	P	P	P	P	P	P	P	P	P
248233_at	A	A	A	A	A	A	A	A	A	A	A	A
248234_at	P	P	P	P	P	P	P	P	P	P	P	P
248235_at	P	P	P	P	P	P	P	P	P	P	P	P
248236_at	P	A	A	A	A	M	A	A	A	A	A	A
248237_at	P	P	P	P	P	P	P	P	P	P	P	P
248238_at	P	P	P	P	P	P	P	P	P	P	P	P
248239_at	A	A	A	A	A	A	M	A	P	A	A	A
248240_at	A	A	A	A	A	A	A	A	A	A	A	A
248241_at	A	A	A	A	A	A	A	A	A	A	A	A
248242_at	P	P	P	P	P	P	P	P	P	P	P	P
248243_at	P	P	P	P	P	P	P	P	P	P	P	P
248244_at	A	A	A	A	A	A	A	A	A	A	A	A
248245_at	P	P	P	P	P	P	P	P	P	P	P	P
248246_at	A	A	A	P	A	A	M	P	P	A	P	A
248247_at	A	A	A	A	A	P	A	A	A	A	A	A
248248_at	P	P	P	P	P	P	P	P	P	P	P	P
248249_at	P	P	P	P	P	P	P	P	P	P	P	P
248250_at	P	P	P	P	P	P	P	P	P	P	P	P
248251_at	P	P	P	P	P	P	P	P	P	P	P	P
248252_at	P	P	P	P	P	P	P	P	P	P	P	P
248253_at	P	P	P	P	P	P	P	P	P	P	P	P
248254_at	P	P	P	P	P	P	P	P	P	P	P	P
248255_at	P	P	P	P	P	P	P	P	P	P	P	P
248256_at	P	P	P	P	P	P	P	P	P	P	P	P
248257_at	A	A	A	A	A	A	A	A	A	A	A	A
248258_at	P	P	P	P	P	P	P	P	P	P	P	P
248259_at	P	P	P	P	P	P	P	P	P	P	P	P
248260_at	A	A	A	A	A	A	A	A	A	A	A	A
248261_at	P	P	P	P	P	P	P	P	P	P	P	P
248262_at	P	P	P	P	P	P	P	P	P	P	P	P
248263_at	P	P	P	P	P	P	P	P	P	P	P	P
248264_at	P	P	P	P	P	P	P	P	P	P	P	P
248265_at	P	P	P	A	A	M	M	P	P	A	P	A
248266_at	P	P	P	P	P	P	P	P	P	P	P	P
248267_at	P	P	P	P	P	P	P	P	P	P	P	P
248268_at	P	P	P	P	P	P	P	P	P	P	P	P
248269_at	P	P	P	P	P	P	P	P	P	P	P	P
248270_at	P	P	P	P	P	P	P	P	P	P	P	P
248271_at	P	P	P	P	P	P	P	P	P	P	P	P
248272_at	P	P	P	P	P	P	P	P	P	P	P	P
248273_at	P	P	P	P	P	P	P	P	P	P	P	P
248274_at	A	A	A	A	A	A	A	A	A	A	A	A
248275_at	A	A	A	A	A	A	A	A	A	A	A	A
248276_at	P	P	P	P	P	P	P	P	P	P	P	P
248277_at	A	A	A	A	A	A	A	A	A	A	A	A
248278_at	P	A	A	P	A	A	P	A	P	P	P	P
